state,      county,   tract,      occvac,item,       acs_tal,  acs_talse,  cen_tal,cen_talse,  diff_tal, diff_talse, acs_sal,acs_salse,  cen_sal,  cen_salse,  diff_sal,diff_salse, acs_ial,  acs_ialse,  cen_eal,cen_ealse,  diff_ial, diff_ialse
18,103,952400,O,smhcost,65.6627,54.1146,70.0000,17.6228,-4.3373,56.9118,,,,,,,,,,,,
18,103,952400,O,smortg,2.3726,3.9339,1.6667,1.2690,0.7059,4.1335,,,,,,,,,,,,
18,103,952400,O,smortg2d,4.4402,26.6083,2.7586,3.6986,1.6816,26.8641,,,,,,,,,,,,
18,103,952400,O,smortgd,6.5398,6.2784,11.2000,3.4303,-4.6602,7.1544,,,,,,,,,,,,
18,103,952400,O,smovein,1.6746,0.8900,9.7122,2.0411,-8.0376,2.2267,,,,,,,,,,,,
18,103,952400,O,soildx,15.2749,2.7946,37.7698,3.4246,-22.4949,4.4202,,,,,,,,,,,,
18,103,952400,O,srent,4.2948,8.8426,21.2766,5.1682,-16.9818,10.2422,,,,,,,,,,,,
18,103,952400,O,sroom,3.1681,2.4754,6.4748,1.7683,-3.3067,3.0421,,,,,,,,,,,,
18,103,952400,O,staxd,14.8580,3.9230,25.5556,3.9536,-10.6976,5.5696,,,,,,,,,,,,
18,103,952400,O,stel,0.3168,3.1211,5.3957,1.3584,-5.0789,3.4039,,,,,,,,,,,,
18,103,952400,O,stenure,0.3168,3.1211,4.3165,1.4008,-3.9997,3.4211,,,,,,,,,,,,
18,103,952400,O,svalue,6.3011,2.1070,9.4444,2.5649,-3.1433,3.3194,,,,,,,,,,,,
18,103,952400,O,swaterdx,13.8493,3.1451,25.8993,3.0945,-12.0500,4.4122,,,,,,,,,,,,
18,103,952400,O,syrblt,11.1111,2.9103,13.6691,2.4597,-2.5580,3.8105,,,,,,,,,,,,
18,103,952400,V,sacres,0.0000,47.8759,100.0000,4.8039,-100.0000,48.1163,,,,,,,,,,,,
18,103,952400,V,sbedrm,30.1948,19.6068,53.8462,11.7134,-23.6514,22.8392,,,,,,,,,,,,
18,103,952400,V,sbiz,89.7727,52.4664,100.0000,4.8039,-10.2273,52.6858,,,,,,,,,,,,
18,103,952400,V,sbldgsz,0.0000,27.3576,0.0000,2.9451,0.0000,27.5157,,,,,,,,,,,,
18,103,952400,V,sckitch,30.1948,19.6068,23.0769,8.2834,7.1179,21.2847,,,,,,,,,,,,
18,103,952400,V,scplumb,30.1948,19.6068,23.0769,9.7218,7.1179,21.8847,,,,,,,,,,,,
18,103,952400,V,sisvac,9.5779,24.7816,0.0000,3.9029,9.5779,25.0871,,,,,,,,,,,,
18,103,952400,V,smeals,30.3665,36.0853,85.7143,16.1930,-55.3478,39.5520,,,,,,,,,,,,
18,103,952400,V,srent,49.2147,34.3019,100.0000,6.4785,-50.7853,34.9083,,,,,,,,,,,,
18,103,952400,V,sroom,30.1948,19.6068,30.7692,10.8445,-0.5744,22.4060,,,,,,,,,,,,
18,103,952400,V,svalue,0.0000,70.0000,,,,,,,,,,,,,,,,
18,103,952400,V,syrblt,68.5065,32.9948,0.0000,3.2778,68.5065,33.1572,,,,,,,,,,,,
18,103,952500,O,sacres,2.8049,1.5577,12.6582,2.2234,-9.8533,2.7147,,,,,,,,,,,,
18,103,952500,O,sagsales,0.0000,63.5936,16.6667,6.3940,-16.6667,63.9142,,,,,,,,,,,,
18,103,952500,O,sautos,0.8177,4.6977,3.8462,1.5857,-3.0285,4.9581,,,,,,,,,,,,
18,103,952500,O,sbedrm,3.3731,3.8874,4.8077,1.7772,-1.4346,4.2744,,,,,,,,,,,,
18,103,952500,O,sbiz,2.4797,4.2310,7.5949,1.7714,-5.1152,4.5868,,,,,,,,,,,,
18,103,952500,O,sbldgsz,0.6814,4.8197,4.3269,1.5132,-3.6455,5.0516,,,,,,,,,,,,
18,103,952500,O,sckitch,0.0000,5.7418,2.8846,1.1634,-2.8846,5.8585,,,,,,,,,,,,
18,103,952500,O,scplumb,0.3407,4.6880,2.8846,1.3654,-2.5439,4.8828,,,,,,,,,,,,
18,103,952500,O,selecdx,3.5094,3.8208,14.9038,2.9082,-11.3944,4.8017,,,,,,,,,,,,
18,103,952500,O,sfuel,0.0000,5.7418,4.8077,1.7470,-4.8077,6.0017,,,,,,,,,,,,
18,103,952500,O,sgasdx,5.3152,2.2669,22.1154,3.3892,-16.8002,4.0774,,,,,,,,,,,,
18,103,952500,O,sincins,5.7441,8.9248,6.9444,3.6432,-1.2003,9.6398,,,,,,,,,,,,
18,103,952500,O,sinctax,1.4795,11.9010,9.7222,4.2459,-8.2427,12.6358,,,,,,,,,,,,
18,103,952500,O,sinsd,20.3941,5.1254,34.8485,5.0435,-14.4544,7.1907,,,,,,,,,,,,
18,103,952500,O,smeals,16.3265,8.1392,5.5556,3.3051,10.7709,8.7847,,,,,,,,,,,,
18,103,952500,O,smhcost,31.3673,14.2558,51.7241,11.2844,-20.3568,18.1814,,,,,,,,,,,,
18,103,952500,O,smortg,0.0000,8.3016,2.2727,1.5775,-2.2727,8.4502,,,,,,,,,,,,
18,103,952500,O,smortg2d,4.7319,43.6058,23.8095,11.3027,-19.0776,45.0468,,,,,,,,,,,,
18,103,952500,O,smortgd,1.4795,11.9010,11.1111,4.5040,-9.6316,12.7248,,,,,,,,,,,,
18,103,952500,O,smovein,2.1465,4.8778,6.2500,1.9289,-4.1035,5.2453,,,,,,,,,,,,
18,103,952500,O,soildx,8.6542,2.6222,36.0577,3.9212,-27.4035,4.7172,,,,,,,,,,,,
18,103,952500,O,srent,12.2449,13.4259,13.8889,4.9899,-1.6440,14.3232,,,,,,,,,,,,
18,103,952500,O,sroom,2.6576,5.0722,4.8077,1.7772,-2.1501,5.3745,,,,,,,,,,,,
18,103,952500,O,staxd,15.5172,5.0583,24.2424,4.5361,-8.7252,6.7943,,,,,,,,,,,,
18,103,952500,O,stel,1.6354,4.8527,3.3654,1.2535,-1.7300,5.0120,,,,,,,,,,,,
18,103,952500,O,stenure,0.8177,4.7015,2.8846,1.3337,-2.0669,4.8870,,,,,,,,,,,,
18,103,952500,O,svalue,8.8177,3.6892,10.6061,3.1536,-1.7884,4.8534,,,,,,,,,,,,
18,103,952500,O,swaterdx,13.9012,3.8824,27.4038,3.6424,-13.5026,5.3235,,,,,,,,,,,,
18,103,952500,O,syrblt,11.4480,3.7118,12.9808,2.7821,-1.5328,4.6387,,,,,,,,,,,,
18,103,952500,V,sacres,34.3137,70.0000,0.0000,2.9418,34.3137,70.0618,,,,,,,,,,,,
18,103,952500,V,sbedrm,27.2374,61.0021,13.6364,8.7658,13.6010,61.6286,,,,,,,,,,,,
18,103,952500,V,sbiz,88.2353,70.0000,0.0000,2.9418,88.2353,70.0618,,,,,,,,,,,,
18,103,952500,V,sbldgsz,0.0000,65.5731,0.0000,3.2017,0.0000,65.6513,,,,,,,,,,,,
18,103,952500,V,sckitch,27.2374,61.0021,13.6364,7.3347,13.6010,61.4414,,,,,,,,,,,,
18,103,952500,V,scplumb,27.2374,61.0021,13.6364,8.6083,13.6010,61.6064,,,,,,,,,,,,
18,103,952500,V,sisvac,0.0000,65.5731,0.0000,4.2429,0.0000,65.7103,,,,,,,,,,,,
18,103,952500,V,smeals,0.0000,70.0000,0.0000,6.9976,0.0000,70.3489,,,,,,,,,,,,
18,103,952500,V,srent,0.0000,70.0000,0.0000,6.9976,0.0000,70.3489,,,,,,,,,,,,
18,103,952500,V,sroom,27.2374,61.0021,0.0000,3.5761,27.2374,61.1068,,,,,,,,,,,,
18,103,952500,V,svalue,,,0.0000,4.9670,,,,,,,,,,,,,,
18,103,952500,V,syrblt,68.4825,65.9807,0.0000,3.5634,68.4825,66.0768,,,,,,,,,,,,
18,103,952600,O,sacres,3.0828,1.1661,13.1673,1.6612,-10.0845,2.0296,,,,,,,,,,,,
18,103,952600,O,sagsales,10.5377,3.1485,17.1053,2.5153,-6.5676,4.0299,,,,,,,,,,,,
18,103,952600,O,sautos,1.9205,2.3444,6.9444,1.5196,-5.0239,2.7938,,,,,,,,,,,,
18,103,952600,O,sbedrm,2.3620,0.8687,7.6389,1.5870,-5.2769,1.8092,,,,,,,,,,,,
18,103,952600,O,sbiz,1.9577,0.8041,10.6762,1.5171,-8.7185,1.7170,,,,,,,,,,,,
18,103,952600,O,sbldgsz,1.5011,2.3513,6.9444,1.3887,-5.4433,2.7308,,,,,,,,,,,,
18,103,952600,O,sckitch,1.5673,2.3300,6.5972,1.3019,-5.0299,2.6690,,,,,,,,,,,,
18,103,952600,O,scplumb,1.9205,0.8369,6.9444,1.5401,-5.0239,1.7528,,,,,,,,,,,,
18,103,952600,O,selecdx,6.6225,1.6270,19.7917,2.3006,-13.1692,2.8178,,,,,,,,,,,,
18,103,952600,O,sfuel,2.2296,2.3708,8.3333,1.5959,-6.1037,2.8579,,,,,,,,,,,,
18,103,952600,O,sgasdx,15.9603,2.5970,29.5139,2.6337,-13.5536,3.6988,,,,,,,,,,,,
18,103,952600,O,sincins,14.4330,4.1692,17.7305,3.2912,-3.2975,5.3117,,,,,,,,,,,,
18,103,952600,O,sinctax,4.3926,2.5470,13.4752,2.9425,-9.0826,3.8917,,,,,,,,,,,,
18,103,952600,O,sinsd,30.2271,4.5146,38.3673,3.1790,-8.1402,5.5215,,,,,,,,,,,,
18,103,952600,O,smeals,11.8812,19.5954,14.2857,6.0038,-2.4045,20.4946,,,,,,,,,,,,
18,103,952600,O,smhcost,37.2340,20.0230,54.5455,10.8627,-17.3115,22.7798,,,,,,,,,,,,
18,103,952600,O,smortg,1.0702,2.6900,5.7143,1.5174,-4.6441,3.0884,,,,,,,,,,,,
18,103,952600,O,smortg2d,11.8329,6.7071,17.2414,7.1775,-5.4085,9.8235,,,,,,,,,,,,
18,103,952600,O,smortgd,9.6369,3.3136,19.8582,3.4377,-10.2213,4.7747,,,,,,,,,,,,
18,103,952600,O,smovein,3.2450,1.2550,7.6389,1.5589,-4.3939,2.0013,,,,,,,,,,,,
18,103,952600,O,soildx,13.1126,2.2678,31.2500,2.6764,-18.1374,3.5080,,,,,,,,,,,,
18,103,952600,O,srent,11.8812,19.5954,14.2857,6.0038,-2.4045,20.4946,,,,,,,,,,,,
18,103,952600,O,sroom,3.0243,1.0192,9.0278,1.7122,-6.0035,1.9926,,,,,,,,,,,,
18,103,952600,O,staxd,22.9705,3.7431,31.4286,3.0348,-8.4581,4.8188,,,,,,,,,,,,
18,103,952600,O,stel,1.5673,2.3300,5.9028,1.2360,-4.3355,2.6375,,,,,,,,,,,,
18,103,952600,O,stenure,2.2296,2.3708,6.5972,1.4569,-4.3676,2.7827,,,,,,,,,,,,
18,103,952600,O,svalue,10.2584,2.2566,17.1429,2.4068,-6.8845,3.2993,,,,,,,,,,,,
18,103,952600,O,swaterdx,7.7483,1.7627,26.0417,2.5341,-18.2934,3.0869,,,,,,,,,,,,
18,103,952600,O,syrblt,6.3355,1.5593,10.0694,1.7745,-3.7339,2.3622,,,,,,,,,,,,
18,103,952600,V,sacres,12.5364,28.9233,3.0769,2.7891,9.4595,29.0575,,,,,,,,,,,,
18,103,952600,V,sbedrm,55.4404,23.0445,51.7241,9.4084,3.7163,24.8911,,,,,,,,,,,,
18,103,952600,V,sbiz,95.6268,36.4706,15.3846,5.8272,80.2422,36.9331,,,,,,,,,,,,
18,103,952600,V,sbldgsz,0.0000,43.6588,2.7586,2.8196,-2.7586,43.7498,,,,,,,,,,,,
18,103,952600,V,sckitch,52.5907,22.3325,17.2414,6.2431,35.3493,23.1887,,,,,,,,,,,,
18,103,952600,V,scplumb,52.5907,22.3325,17.2414,7.2118,35.3493,23.4681,,,,,,,,,,,,
18,103,952600,V,sisvac,4.9223,36.6390,2.7586,3.6024,2.1637,36.8157,,,,,,,,,,,,
18,103,952600,V,smeals,37.8378,70.0000,66.6667,27.6259,-28.8289,75.2542,,,,,,,,,,,,
18,103,952600,V,srent,100.0000,70.0000,66.6667,27.6259,33.3333,75.2542,,,,,,,,,,,,
18,103,952600,V,sroom,55.4404,23.0445,51.7241,9.4084,3.7163,24.8911,,,,,,,,,,,,
18,103,952600,V,svalue,,,75.0000,21.6411,,,,,,,,,,,,,,
18,103,952600,V,syrblt,56.9948,23.5805,37.9310,9.0167,19.0638,25.2456,,,,,,,,,,,,
18,103,952700,O,sacres,1.1165,1.8575,12.4668,1.4011,-11.3503,2.3267,,,,,,,,,,,,
18,103,952700,O,sagsales,9.4966,4.1372,19.1781,2.1909,-9.6815,4.6815,,,,,,,,,,,,
18,103,952700,O,sautos,0.8365,2.4536,8.9514,1.4646,-8.1149,2.8575,,,,,,,,,,,,
18,103,952700,O,sbedrm,2.1959,1.8888,11.5090,1.6364,-9.3131,2.4991,,,,,,,,,,,,
18,103,952700,O,sbiz,0.4502,1.7063,11.4058,1.3483,-10.9556,2.1748,,,,,,,,,,,,
18,103,952700,O,sbldgsz,1.1502,1.8063,9.7187,1.3888,-8.5685,2.2785,,,,,,,,,,,,
18,103,952700,O,sckitch,0.8017,1.7228,7.9284,1.2161,-7.1267,2.1088,,,,,,,,,,,,
18,103,952700,O,scplumb,0.8017,1.7228,7.6726,1.3839,-6.8709,2.2098,,,,,,,,,,,,
18,103,952700,O,selecdx,8.9578,2.3449,19.6931,1.9708,-10.7353,3.0631,,,,,,,,,,,,
18,103,952700,O,sfuel,1.8125,1.8933,9.4629,1.4505,-7.6504,2.3851,,,,,,,,,,,,
18,103,952700,O,sgasdx,15.4758,3.1410,25.3197,2.1549,-9.8439,3.8091,,,,,,,,,,,,
18,103,952700,O,sincins,6.5494,2.1181,16.7598,2.8566,-10.2104,3.5562,,,,,,,,,,,,
18,103,952700,O,sinctax,2.6067,1.5324,16.7598,2.8566,-14.1531,3.2416,,,,,,,,,,,,
18,103,952700,O,sinsd,21.1088,3.9555,36.6771,2.7610,-15.5683,4.8238,,,,,,,,,,,,
18,103,952700,O,smeals,6.2500,12.6532,13.2075,4.7206,-6.9575,13.5051,,,,,,,,,,,,
18,103,952700,O,smhcost,36.4909,10.5344,68.4932,5.5635,-32.0023,11.9133,,,,,,,,,,,,
18,103,952700,O,smortg,1.2971,2.1587,5.0157,1.2505,-3.7186,2.4947,,,,,,,,,,,,
18,103,952700,O,smortg2d,7.8853,25.7353,19.4444,6.7496,-11.5591,26.6056,,,,,,,,,,,,
18,103,952700,O,smortgd,3.0303,1.5684,20.1117,3.0656,-17.0814,3.4435,,,,,,,,,,,,
18,103,952700,O,smovein,3.7818,1.2240,10.2302,1.5264,-6.4484,1.9565,,,,,,,,,,,,
18,103,952700,O,soildx,7.1976,1.8350,31.7136,2.3062,-24.5160,2.9471,,,,,,,,,,,,
18,103,952700,O,srent,9.1981,13.0249,18.8679,5.4551,-9.6698,14.1212,,,,,,,,,,,,
18,103,952700,O,sroom,1.7428,0.8410,10.7417,1.5877,-8.9989,1.7967,,,,,,,,,,,,
18,103,952700,O,staxd,19.7490,4.4135,31.6614,2.6649,-11.9124,5.1557,,,,,,,,,,,,
18,103,952700,O,stel,0.8017,1.7228,8.4399,1.2512,-7.6382,2.1292,,,,,,,,,,,,
18,103,952700,O,stenure,1.2025,0.5998,9.4629,1.4744,-8.2604,1.5917,,,,,,,,,,,,
18,103,952700,O,svalue,8.0335,2.3740,16.9279,2.0987,-8.8944,3.1687,,,,,,,,,,,,
18,103,952700,O,swaterdx,8.1736,1.9814,26.3427,2.1829,-18.1691,2.9480,,,,,,,,,,,,
18,103,952700,O,syrblt,10.3520,2.6113,12.0205,1.6458,-1.6685,3.0867,,,,,,,,,,,,
18,103,952700,V,sacres,19.4175,35.6837,3.0769,2.7891,16.3406,35.7925,,,,,,,,,,,,
18,103,952700,V,sbedrm,35.8382,36.5548,24.1379,8.0569,11.7003,37.4321,,,,,,,,,,,,
18,103,952700,V,sbiz,100.0000,56.5486,7.6923,4.3037,92.3077,56.7122,,,,,,,,,,,,
18,103,952700,V,sbldgsz,6.0694,39.7607,0.0000,2.4101,6.0694,39.8337,,,,,,,,,,,,
18,103,952700,V,sckitch,35.8382,36.5548,6.8966,4.1880,28.9416,36.7939,,,,,,,,,,,,
18,103,952700,V,scplumb,35.8382,36.5548,6.8966,4.8378,28.9416,36.8735,,,,,,,,,,,,
18,103,952700,V,sisvac,0.0000,48.7061,0.0000,3.0793,0.0000,48.8033,,,,,,,,,,,,
18,103,952700,V,smeals,0.0000,70.0000,100.0000,10.0484,-100.0000,70.7175,,,,,,,,,,,,
18,103,952700,V,srent,100.0000,70.0000,100.0000,10.0484,0.0000,70.7175,,,,,,,,,,,,
18,103,952700,V,sroom,35.8382,36.5548,34.4828,8.9492,1.3554,37.6343,,,,,,,,,,,,
18,103,952700,V,svalue,0.0000,70.0000,37.5000,17.1088,-37.5000,72.0605,,,,,,,,,,,,
18,103,952700,V,syrblt,41.6185,24.7420,2.7586,3.0436,38.8599,24.9285,,,,,,,,,,,,
18,103,952800,O,sacres,1.4874,3.9116,10.9890,1.9485,-9.5016,4.3701,,,,,,,,,,,,
18,103,952800,O,sagsales,3.9894,9.8143,12.0482,3.0032,-8.0588,10.2635,,,,,,,,,,,,
18,103,952800,O,sautos,0.8559,4.9156,9.7436,2.5255,-8.8877,5.5264,,,,,,,,,,,,
18,103,952800,O,sbedrm,1.4622,3.6548,8.7179,2.4203,-7.2557,4.3835,,,,,,,,,,,,
18,103,952800,O,sbiz,2.8223,1.5049,10.4396,1.9051,-7.6173,2.4278,,,,,,,,,,,,
18,103,952800,O,sbldgsz,0.0000,6.0101,9.2308,2.2235,-9.2308,6.4082,,,,,,,,,,,,
18,103,952800,O,sckitch,1.7118,3.5701,6.1538,1.7252,-4.4420,3.9651,,,,,,,,,,,,
18,103,952800,O,scplumb,0.8559,4.9156,6.1538,2.0248,-5.2979,5.3163,,,,,,,,,,,,
18,103,952800,O,selecdx,1.0342,4.9524,22.5641,3.5255,-21.5299,6.0791,,,,,,,,,,,,
18,103,952800,O,sfuel,0.0000,6.0101,10.7692,2.6145,-10.7692,6.5541,,,,,,,,,,,,
18,103,952800,O,sgasdx,2.2468,1.3540,27.1795,3.7522,-24.9327,3.9890,,,,,,,,,,,,
18,103,952800,O,sincins,14.4489,6.4758,18.0556,5.5127,-3.6067,8.5045,,,,,,,,,,,,
18,103,952800,O,sinctax,2.4866,6.5709,18.0556,5.5127,-15.5690,8.5771,,,,,,,,,,,,
18,103,952800,O,sinsd,23.3707,5.7435,36.7742,4.7100,-13.4035,7.4278,,,,,,,,,,,,
18,103,952800,O,smeals,7.3418,35.2158,2.3529,3.1827,4.9889,35.3593,,,,,,,,,,,,
18,103,952800,O,smhcost,53.2189,55.5939,47.0588,14.7217,6.1601,57.5101,,,,,,,,,,,,
18,103,952800,O,smortg,0.6642,5.7305,5.8065,2.2844,-5.1423,6.1691,,,,,,,,,,,,
18,103,952800,O,smortg2d,25.1152,12.8870,37.9310,10.9572,-12.8158,16.9155,,,,,,,,,,,,
18,103,952800,O,smortgd,5.1747,2.7700,19.4444,5.6721,-14.2697,6.3123,,,,,,,,,,,,
18,103,952800,O,smovein,2.0685,3.7207,9.7436,2.4406,-7.6751,4.4497,,,,,,,,,,,,
18,103,952800,O,soildx,9.0942,3.2605,36.4103,4.0583,-27.3161,5.2058,,,,,,,,,,,,
18,103,952800,O,srent,7.3418,35.2158,32.3529,9.8229,-25.0111,36.5601,,,,,,,,,,,,
18,103,952800,O,sroom,2.9601,1.5597,9.2308,2.4835,-6.2707,2.9327,,,,,,,,,,,,
18,103,952800,O,staxd,12.2457,3.6317,29.6774,4.4623,-17.4317,5.7534,,,,,,,,,,,,
18,103,952800,O,stel,0.8559,4.9156,9.2308,2.0780,-8.3749,5.3368,,,,,,,,,,,,
18,103,952800,O,stenure,0.8559,4.9156,8.2051,2.2586,-7.3492,5.4097,,,,,,,,,,,,
18,103,952800,O,svalue,5.9776,2.6214,12.9032,3.1685,-6.9256,4.1123,,,,,,,,,,,,
18,103,952800,O,swaterdx,8.4165,2.9943,26.1538,3.7065,-17.7373,4.7649,,,,,,,,,,,,
18,103,952800,O,syrblt,10.4850,5.4688,11.2821,2.7048,-0.7971,6.1012,,,,,,,,,,,,
18,103,952800,V,sacres,0.0000,70.0000,0.0000,3.2636,0.0000,70.0760,,,,,,,,,,,,
18,103,952800,V,sbedrm,0.0000,70.0000,33.3333,14.5827,-33.3333,71.5028,,,,,,,,,,,,
18,103,952800,V,sbiz,100.0000,70.0000,0.0000,3.2636,100.0000,70.0760,,,,,,,,,,,,
18,103,952800,V,sbldgsz,0.0000,70.0000,0.0000,3.8774,0.0000,70.1073,,,,,,,,,,,,
18,103,952800,V,sckitch,0.0000,70.0000,0.0000,3.6238,0.0000,70.0937,,,,,,,,,,,,
18,103,952800,V,scplumb,0.0000,70.0000,0.0000,4.2530,0.0000,70.1291,,,,,,,,,,,,
18,103,952800,V,sisvac,0.0000,70.0000,0.0000,5.1384,0.0000,70.1883,,,,,,,,,,,,
18,103,952800,V,smeals,0.0000,70.0000,0.0000,6.0601,0.0000,70.2618,,,,,,,,,,,,
18,103,952800,V,srent,32.6923,70.0000,100.0000,6.0601,-67.3077,70.2618,,,,,,,,,,,,
18,103,952800,V,sroom,0.0000,70.0000,33.3333,14.5827,-33.3333,71.5028,,,,,,,,,,,,
18,103,952800,V,svalue,,,0.0000,18.4183,,,,,,,,,,,,,,
18,103,952800,V,syrblt,62.6506,70.0000,5.3333,6.9262,57.3173,70.3418,,,,,,,,,,,,
18,103,952900,O,sacres,12.4355,4.0196,24.0000,3.5897,-11.5645,5.3892,,,,,,,,,,,,
18,103,952900,O,sagsales,12.1429,70.0000,0.0000,13.1561,12.1429,71.2256,,,,,,,,,,,,
18,103,952900,O,sautos,0.0000,8.1255,5.1724,2.4454,-5.1724,8.4855,,,,,,,,,,,,
18,103,952900,O,sbedrm,1.2054,6.8767,5.1724,2.4636,-3.9670,7.3047,,,,,,,,,,,,
18,103,952900,O,sbiz,9.2264,3.1605,24.0000,3.5897,-14.7736,4.7828,,,,,,,,,,,,
18,103,952900,O,sbldgsz,1.1572,6.8840,4.3103,2.0226,-3.1531,7.1750,,,,,,,,,,,,
18,103,952900,O,sckitch,0.0000,8.1255,3.4483,1.6984,-3.4483,8.3011,,,,,,,,,,,,
18,103,952900,O,scplumb,0.0000,8.1255,2.5862,1.7339,-2.5862,8.3084,,,,,,,,,,,,
18,103,952900,O,selecdx,11.1861,5.2740,25.0000,4.7351,-13.8139,7.0878,,,,,,,,,,,,
18,103,952900,O,sfuel,0.0000,8.1255,6.0345,2.6039,-6.0345,8.5325,,,,,,,,,,,,
18,103,952900,O,sgasdx,9.8843,4.4216,25.0000,4.7351,-15.1157,6.4786,,,,,,,,,,,,
18,103,952900,O,sincins,13.9276,40.4739,20.6897,9.1476,-6.7621,41.4948,,,,,,,,,,,,
18,103,952900,O,sinctax,28.9694,34.8649,20.6897,9.1476,8.2797,36.0450,,,,,,,,,,,,
18,103,952900,O,sinsd,32.5397,33.9891,58.0645,10.7778,-25.5248,35.6569,,,,,,,,,,,,
18,103,952900,O,smeals,0.0000,10.3962,6.9767,3.3633,-6.9767,10.9267,,,,,,,,,,,,
18,103,952900,O,smhcost,,,,,,,,,,,,,,,,,,
18,103,952900,O,smortg,13.2275,38.4247,19.3548,8.6292,-6.1273,39.3817,,,,,,,,,,,,
18,103,952900,O,smortg2d,0.0000,70.0000,0.0000,9.8295,0.0000,70.6868,,,,,,,,,,,,
18,103,952900,O,smortgd,28.9694,34.8649,27.5862,10.0931,1.3832,36.2964,,,,,,,,,,,,
18,103,952900,O,smovein,3.5680,5.4792,6.8966,2.7039,-3.3286,6.1101,,,,,,,,,,,,
18,103,952900,O,soildx,6.1716,2.6710,34.4828,5.1976,-28.3112,5.8437,,,,,,,,,,,,
18,103,952900,O,srent,1.1721,8.4628,12.7907,4.4094,-11.6186,9.5427,,,,,,,,,,,,
18,103,952900,O,sroom,0.0000,8.1255,5.1724,2.4636,-5.1724,8.4908,,,,,,,,,,,,
18,103,952900,O,staxd,27.5132,33.0377,58.0645,10.7778,-30.5513,34.7513,,,,,,,,,,,,
18,103,952900,O,stel,0.0000,8.1255,4.3103,1.8903,-4.3103,8.3425,,,,,,,,,,,,
18,103,952900,O,stenure,0.0000,8.1255,4.3103,2.1671,-4.3103,8.4095,,,,,,,,,,,,
18,103,952900,O,svalue,0.0000,44.5828,2.5806,3.3510,-2.5806,44.7086,,,,,,,,,,,,
18,103,952900,O,swaterdx,6.2681,2.6479,21.5517,4.4963,-15.2836,5.2180,,,,,,,,,,,,
18,103,952900,O,syrblt,13.4041,4.3909,18.1034,4.2681,-4.6993,6.1235,,,,,,,,,,,,
18,103,952900,V,sacres,0.0000,16.4413,0.0000,1.6163,0.0000,16.5205,,,,,,,,,,,,
18,103,952900,V,sbedrm,7.3043,7.5498,37.0000,5.7844,-29.6957,9.5110,,,,,,,,,,,,
18,103,952900,V,sbiz,100.0000,30.6934,0.0000,1.6163,100.0000,30.7359,,,,,,,,,,,,
18,103,952900,V,sbldgsz,0.0000,9.7694,0.0000,1.5017,0.0000,9.8842,,,,,,,,,,,,
18,103,952900,V,sckitch,4.0000,8.7951,0.0000,1.4035,4.0000,8.9063,,,,,,,,,,,,
18,103,952900,V,scplumb,4.0000,8.7951,0.0000,1.6472,4.0000,8.9480,,,,,,,,,,,,
18,103,952900,V,sisvac,0.0000,9.7694,0.0000,1.9901,0.0000,9.9701,,,,,,,,,,,,
18,103,952900,V,smeals,0.0000,70.0000,12.1212,6.9559,-12.1212,70.3448,,,,,,,,,,,,
18,103,952900,V,srent,0.0000,70.0000,48.4848,10.6515,-48.4848,70.8058,,,,,,,,,,,,
18,103,952900,V,sroom,7.3043,7.5498,33.0000,5.6336,-25.6957,9.4201,,,,,,,,,,,,
18,103,952900,V,svalue,0.0000,70.0000,16.0000,19.2921,-16.0000,72.6098,,,,,,,,,,,,
18,103,952900,V,syrblt,0.0000,9.7694,12.0000,3.8795,-12.0000,10.5115,,,,,,,,,,,,
