-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MANU        49718.000    1995     1     1     0
MANU        52274.750    2001    12    31    18
MANU      3179009.383 -5518662.137  -344401.868
50292.25     0.565805     1.009203    -1.040108
50292.50     0.667638     1.407056    -1.538250
50292.75     0.547531     1.099241    -0.518143
50293.00     0.798320     1.153072    -0.938238
50293.25     0.395835     1.032130    -1.601860
50293.50     0.596297     1.418407    -2.116272
50293.75     0.653399     1.121571    -0.759613
50294.00     0.846437     1.036068    -1.213740
50294.25     0.714614     0.838708    -1.509405
50294.50     1.192440     1.253781    -2.428759
50294.75     1.005580     0.902009    -1.087730
50295.00     1.096801     0.788381    -1.643426
50295.25     1.044000     0.776498    -1.871878
50295.50     1.205162     1.216092    -2.497038
50295.75     1.054992     0.900056    -1.422226
50296.00     1.406751     0.826936    -1.474843
50296.25     1.074350     0.668756    -1.784372
50296.50     1.397950     0.974995    -2.302201
50296.75     1.558773     0.733760    -1.462549
50297.00     1.690774     0.657008    -0.936260
50297.25     1.492946     0.593601    -2.112595
50297.50     1.791164     0.957649    -2.373510
50297.75     1.836615     0.586145    -1.579126
50298.00     1.906438     0.550309    -1.403972
50298.25     1.732093     0.469610    -1.767151
50298.50     1.881207     0.866957    -2.290865
50298.75     1.557174     0.579488    -1.597151
50299.00     1.484188     0.506427    -1.142652
50299.25     1.039034     0.397034    -1.638916
50299.50     1.219863     0.893559    -1.501539
50299.75     1.073184     0.636902    -0.700894
50300.00     1.198801     0.593867    -0.944797
50300.25     0.880615     0.486569    -1.400128
50300.50     0.982937     0.802709    -1.119313
50300.75     0.833447     0.541236    -0.177067
50301.00     0.771410     0.499853    -0.294537
50301.25     0.273267     0.395918    -0.844148
50301.50     0.390837     0.823259    -1.083658
50301.75     0.094479     0.529376     0.308761
50302.00    -0.009313     0.625433     0.040047
50302.25    -0.536244     0.519926    -0.406838
50302.50    -0.296094     1.015873    -0.812275
50302.75    -0.467480     0.715332     0.209195
50303.00    -0.620589     0.636070     0.191861
50303.25    -0.896420     0.506280    -0.628707
50303.50    -0.642263     0.986826    -0.499083
50303.75    -0.829627     0.689337     0.230824
50304.00    -0.836207     0.611427     0.063866
50304.25    -1.051381     0.476300    -0.798277
50304.50    -0.561904     0.887099    -0.844797
50304.75    -0.559799     0.499112     0.010898
50305.00    -0.307139     0.383176    -0.024448
50305.25    -0.363983     0.279169    -1.213399
50305.50    -0.000392     0.573962    -1.191191
50305.75     0.020490     0.146014    -0.138198
50306.00     0.420217     0.066283    -0.048963
50306.25     0.114248    -0.046382    -1.120690
50306.50     0.327766     0.473104    -1.558558
50306.75     0.207142     0.192343    -0.662717
50307.00     0.293461     0.137516    -0.844824
50307.25    -0.083637     0.083710    -1.815353
50307.50     0.169013     0.656728    -2.329332
50307.75     0.232858     0.376341    -1.012216
50308.00     0.313864     0.410989    -0.658820
50308.25     0.248245     0.424543    -1.098830
50308.50     0.680475     0.958218    -1.612782
50308.75     0.849229     0.741415    -0.146114
50309.00     1.019332     0.744589     0.115071
50309.25     0.980266     0.784253    -0.389283
50309.50     1.248771     1.162245    -0.384535
50309.75     1.083908     0.837226     0.537074
50310.00     1.096482     0.812584    -0.024390
50310.25     0.688622     0.675372    -0.750868
50310.50     0.704203     0.997893    -1.431309
50310.75     0.391000     0.641171     0.270835
50311.00     0.181936     0.578417     0.125785
50311.25    -0.474013     0.397184    -0.677728
50311.50    -0.290420     0.789420    -1.405124
50311.75    -0.554391     0.532567    -0.141079
50312.00    -0.544060     0.453373    -0.833024
50312.25    -0.837385     0.347294    -1.309918
50312.50    -0.428786     0.773172    -1.948711
50312.75    -0.552191     0.428380    -0.454842
50313.00    -0.500126     0.206480    -0.705964
50313.25    -0.791070     0.221166    -1.674261
50313.50    -0.778652     0.607809    -2.129218
50313.75    -1.061783     0.294140    -0.715809
50314.00    -0.984388     0.340898    -0.813411
50314.25    -1.258192     0.372927    -2.006072
50314.50    -1.141398     0.788619    -1.854324
50314.75    -1.084280     0.467722    -0.705690
50315.00    -0.921279     0.390001    -0.779957
50315.25    -1.121581     0.226778    -1.487209
50315.50    -0.729360     0.642117    -1.546174
50315.75    -0.675702     0.298250    -0.413236
50316.00    -0.396215     0.142527    -0.237322
50316.25    -0.545707    -0.035581    -1.212169
50316.50    -0.295906     0.301048    -1.009723
50316.75    -0.416317     0.026998     0.497089
50317.00    -0.270710     0.039165     0.609366
50317.25    -0.485926     0.026046    -0.407648
50317.50    -0.181087     0.509368    -0.896404
50317.75     0.020549     0.256413     0.027029
50318.00     0.595386     0.199291     0.305854
50318.25     0.710827     0.200317    -0.468418
50318.50     1.432086     0.712451    -0.783670
50318.75     1.474303     0.423927     0.370589
50319.00     2.080480     0.354861     0.677151
50319.25     2.218423     0.228521     0.063213
50319.50     2.933350     0.675660    -0.065819
50319.75     2.826237     0.333757     1.508939
50320.00     3.269360     0.186673     1.575576
50320.25     3.072355     0.047325     0.763268
50320.50     3.485020     0.410897     0.580921
50320.75     3.517205    -0.066652     1.660166
50321.00     3.926878    -0.138652     1.529639
50321.25     3.476103    -0.321517     0.785547
50321.50     3.644264     0.080658     0.146646
50321.75     3.256573    -0.314346     1.575617
50322.00     3.390209    -0.218746     0.816614
50322.25     2.806795    -0.340830     0.108953
50322.50     2.847418     0.254571    -0.669250
50322.75     2.489197    -0.029255     0.577273
50323.00     2.714217     0.113753     0.047958
50323.25     2.325612     0.140891    -0.253170
50323.50     2.321536     0.640318    -0.790245
50323.75     2.198120     0.387511     0.443877
50324.00     2.227342     0.341304     0.346548
50324.25     1.972296     0.257108    -0.485170
50324.50     2.168108     0.628405    -0.837934
50324.75     1.846917     0.300489     1.058896
50325.00     1.769035     0.047717     0.527370
50325.25     1.593417    -0.013015     0.162340
50325.50     1.507506     0.202057    -0.768712
50325.75     1.506045    -0.226652     0.882265
50326.00     1.567459    -0.484390     0.311276
50326.25     1.298335    -0.515013     0.190724
50326.50     1.503614    -0.111366    -0.497988
50326.75     1.433146    -0.492036     0.769369
50327.00     1.546069    -0.580461     0.466287
50327.25     1.207681    -0.567925    -0.170140
50327.50     1.379985    -0.069738    -0.617571
50327.75     1.232803    -0.270851     0.870562
50328.00     1.250222    -0.285263     0.834349
50328.25     0.936779    -0.276365     0.484142
50328.50     1.154405     0.218053     0.118377
50328.75     0.862363    -0.090075     1.457877
50329.00     1.129778    -0.110929     1.300829
50329.25     1.044101    -0.032105     1.573889
50329.50     1.314249     0.288452     1.199778
50329.75     1.069239    -0.082278     2.382107
50330.00     1.372346    -0.147804     2.124734
50330.25     1.182925    -0.226540     1.634914
50330.50     1.524701     0.284500     1.312877
50330.75     1.683878     0.018653     2.213179
50331.00     2.100515    -0.018755     2.450976
50331.25     1.783400     0.107405     1.022395
50331.50     2.071658     0.525916     0.547967
50331.75     2.014429     0.213641     2.007420
50332.00     1.945515     0.217112     1.725603
50332.25     1.441308     0.168438     0.936036
50332.50     1.619006     0.606540     0.377912
50332.75     1.335246     0.233893     1.763272
50333.00     1.627974     0.130064     2.202004
50333.25     1.416477    -0.049686     1.777146
50333.50     1.837401     0.369343     1.419388
50333.75     1.721948    -0.062208     3.088921
50334.00     2.177543     0.031479     2.955743
50334.25     1.920581     0.028533     2.355569
50334.50     2.140898     0.598865     1.476743
50334.75     1.933408     0.336636     3.086919
50335.00     2.098816     0.444170     2.074175
50335.25     1.834633     0.504616     1.304349
50335.50     1.972823     1.009521     0.679353
50335.75     1.804710     0.853922     1.926993
50336.00     1.719270     0.933192     1.245815
50336.25     1.229412     1.010154    -0.017807
50336.50     1.307536     1.493590    -0.392333
50336.75     0.977885     1.154423     0.915810
50337.00     0.872780     0.974813     0.559684
50337.25     0.536939     0.869177    -0.199374
50337.50     0.702233     1.155193    -0.663633
50337.75     0.520505     0.757020     0.633426
50338.00     0.833555     0.568961     0.167674
50338.25     0.673295     0.415232    -0.274142
50338.50     1.008646     0.797587    -1.215184
50338.75     1.001791     0.421043     0.789755
50339.00     1.472693     0.311326    -0.138654
50339.25     1.213654     0.188368    -0.259035
50339.50     1.576890     0.614208    -1.087339
50339.75     1.519247     0.297503     0.375422
50340.00     1.865103     0.208137     0.313188
50340.25     1.561369     0.180601     0.064656
50340.50     1.702239     0.601121    -0.981265
50340.75     1.399354     0.260581     0.663791
50341.00     1.546637     0.137720     0.303120
50341.25     1.050854     0.095379     0.377869
50341.50     1.104092     0.571605    -0.595903
50341.75     0.775138     0.261296     0.214391
50342.00     0.731291     0.117234     0.329804
50342.25     0.184174     0.051026     0.153459
50342.50     0.249477     0.457854    -0.897615
50342.75    -0.015430     0.165476     0.402892
50343.00     0.030955     0.127184     0.628103
50343.25    -0.458467     0.203911     0.142507
50343.50    -0.269298     0.790215    -0.817349
50343.75    -0.294148     0.512839     0.758758
50344.00     0.067861     0.494385     0.657511
50344.25     0.036655     0.552703     0.218809
50344.50     0.512179     1.062920    -0.575348
50344.75     0.727116     0.755523     0.785276
50345.00     0.811899     0.660832     0.411805
50345.25     0.685027     0.587464    -0.274600
50345.50     0.786958     0.909438    -1.442877
50345.75     0.655298     0.508059    -0.020192
50346.00     0.823283     0.307662     0.136575
50346.25     0.682125     0.160987    -0.559654
50346.50     0.807671     0.588971    -1.412011
50346.75     0.752394     0.164515     0.549824
50347.00     0.991877     0.045497    -0.098339
50347.25     0.925918    -0.031810    -0.624962
50347.50     0.964441     0.390161    -1.465288
50347.75     0.761628     0.081379     0.076085
50348.00     0.752034     0.057669    -0.361100
50348.25     0.096037    -0.030607    -0.443979
50348.50     0.096284     0.529267    -1.601173
50348.75    -0.272244     0.248815     0.463612
50349.00    -0.526906     0.138257    -0.132630
50349.25    -1.024661     0.191526    -0.543205
50349.50    -0.896621     0.674723    -1.635437
50349.75    -1.350037     0.369192     0.455533
50350.00    -1.550976     0.239597    -0.142335
50350.25    -1.929405     0.198613    -0.410257
50350.50    -2.015248     0.536810    -1.353871
50350.75    -2.284178     0.101782     0.780049
50351.00    -2.016940     0.018207     0.423806
50351.25    -2.222364    -0.007129    -0.094137
50351.50    -2.111939     0.436247    -1.113196
50351.75    -2.137085     0.100572     0.268600
50352.00    -1.768161     0.111340    -0.280951
50352.25    -2.079742    -0.018526    -0.626460
50352.50    -1.698153     0.326398    -1.859070
50352.75    -1.549696     0.007470     0.028253
50353.00    -1.605832    -0.068773    -0.291024
50353.25    -1.869655    -0.126981    -0.788832
50353.50    -1.502346     0.327461    -1.760199
50353.75    -1.762596    -0.047669     0.373667
50354.00    -1.786799    -0.131463    -0.387223
50354.25    -2.089361    -0.228072    -0.893352
50354.50    -1.996341     0.263680    -1.374418
50354.75    -2.156755    -0.021450     0.355986
50355.00    -2.079326     0.029897    -0.311290
50355.25    -2.399391    -0.017011    -1.387673
50355.50    -2.042154     0.417715    -1.816022
50355.75    -1.899968     0.095972    -0.407960
50356.00    -1.537586     0.056154    -0.880094
50356.25    -1.271185    -0.054227    -1.465516
50356.50    -0.529229     0.356244    -2.044268
50356.75    -0.345038    -0.029030    -0.488848
50357.00    -0.130138    -0.200172    -0.440364
50357.25    -0.362507    -0.293059    -0.933030
50357.50     0.056800     0.038090    -1.432545
50357.75    -0.340547    -0.347843     0.578171
50358.00    -0.415491    -0.485542     0.650009
50358.25    -0.810645    -0.378330    -0.384311
50358.50    -0.853309    -0.020889    -0.930611
50358.75    -1.201016    -0.341184     1.405027
50359.00    -1.155397    -0.428518     0.770247
50359.25    -1.553094    -0.426711     0.357027
50359.50    -1.459752     0.008422     0.099525
50359.75    -1.558922    -0.309634     1.706009
50360.00    -1.325629    -0.322401     1.157299
50360.25    -1.443509    -0.304097     0.628710
50360.50    -0.573910     0.230338    -0.597852
50360.75    -0.444413    -0.078950     0.987867
50361.00    -0.070042    -0.003608     0.719649
50361.25    -0.087151     0.044902     0.434047
50361.50    -0.054254     0.478793    -0.620035
50361.75    -0.337961     0.137380     1.072450
50362.00    -0.039610     0.012987     0.887689
50362.25    -0.304644    -0.067318    -0.019383
50362.50     0.044740     0.241891    -0.561479
50362.75     0.184900    -0.178338     1.242040
50363.00     0.416761    -0.235081     0.551798
50363.25     0.185071    -0.346804    -0.150610
50363.50     0.361312     0.025890    -0.699471
50363.75     0.109152    -0.414657     0.853921
50364.00     0.212517    -0.444687     0.426966
50364.25    -0.184211    -0.571166    -0.067951
50364.50    -0.301579    -0.080029    -1.092623
50364.75    -0.813741    -0.386427     1.126968
50365.00    -0.986220    -0.384480     0.270787
50365.25    -1.494504    -0.401482    -0.179117
50365.50    -1.417335     0.124354    -1.294907
50365.75    -1.711569    -0.133168     0.859290
50366.00    -1.624313    -0.151582     0.356398
50366.25    -1.957059    -0.284369    -0.230250
50366.50    -1.742022     0.233531    -0.669433
50366.75    -1.933286    -0.195167     1.445806
50367.00    -1.658659    -0.294300     1.150359
50367.25    -2.027992    -0.439334     0.671247
50367.50    -1.797950    -0.168766     0.002996
50367.75    -1.933049    -0.631552     1.897916
50368.00    -1.481108    -0.670032     1.778536
50368.25    -1.739361    -0.812658     1.107876
50368.50    -1.598590    -0.460823     0.401908
50368.75    -1.697865    -0.779979     2.834401
50369.00    -1.428452    -0.829031     1.797601
50369.25    -1.740822    -0.915516     1.318456
50369.50    -1.413466    -0.464775     0.195031
50369.75    -1.393583    -0.699475     1.970975
50370.00    -0.916356    -0.699688     0.806409
50370.25    -1.128570    -0.595350     0.415425
50370.50    -0.923787    -0.099550    -1.031092
50370.75    -0.924790    -0.392941     0.498123
50371.00    -0.573572    -0.368319    -0.355764
50371.25    -0.769355    -0.365881    -0.432255
50371.50    -0.547464     0.113470    -1.464474
50371.75    -0.703524    -0.223074     0.338424
50372.00    -0.534325    -0.384323    -0.380048
50372.25    -0.946709    -0.447985    -0.287258
50372.50    -0.920275    -0.017900    -1.067767
50372.75    -1.377315    -0.379428     0.663264
50373.00    -1.705559    -0.439018     0.193935
50373.25    -2.372999    -0.598364     0.254202
50373.50    -2.344767    -0.188854    -0.491117
50373.75    -2.724707    -0.503875     1.220864
50374.00    -2.782249    -0.546435     0.578344
50374.25    -2.966389    -0.578857    -0.283917
50374.50    -2.708179    -0.307534    -0.738084
50374.75    -2.826315    -0.781534     0.749687
50375.00    -2.528947    -0.824979     0.630781
50375.25    -2.718911    -0.835178    -0.496927
50375.50    -2.524067    -0.404628    -1.119958
50375.75    -2.681121    -0.781013     0.591307
50376.00    -2.543526    -0.779790     0.034836
50376.25    -2.923199    -0.679536    -0.561214
50376.50    -2.787261    -0.145691    -1.216035
50376.75    -2.988302    -0.418686     0.173312
50377.00    -3.074803    -0.369497     0.080818
50377.25    -3.421329    -0.510537    -0.436864
50377.50    -3.210415    -0.024155    -1.388852
50377.75    -3.555247    -0.358824     0.631392
50378.00    -3.391877    -0.271245    -0.045660
50378.25    -3.805837    -0.419627    -0.373837
50378.50    -3.576745    -0.076804    -1.260190
50378.75    -3.667747    -0.660274     0.729389
50379.00    -3.286965    -0.675073    -0.114025
50379.25    -3.450707    -0.820432    -0.846148
50379.50    -3.287639    -0.455164    -1.939430
50379.75    -3.379347    -1.025436     0.113075
50380.00    -2.940267    -1.213317    -0.733380
50380.25    -2.944392    -1.376969    -0.714537
50380.50    -2.471282    -0.927472    -2.131377
50380.75    -2.507187    -1.381735    -0.209840
50381.00    -2.239663    -1.355485    -0.752561
50381.25    -2.498618    -1.409182    -1.265759
50381.50    -2.121286    -0.804535    -2.366222
50381.75    -2.236791    -0.910576    -0.158638
50382.00    -1.986350    -0.665131     0.044023
50382.25    -2.303749    -0.452128    -0.516883
50382.50    -1.927252     0.267862    -1.485339
50382.75    -1.983971     0.175218     0.851427
50383.00    -1.595155     0.280692     0.937099
50383.25    -1.544675     0.390621     0.572424
50383.50    -1.108448     0.880650    -0.380306
50383.75    -0.965992     0.427713     1.551127
50384.00    -0.437581     0.303014     1.395465
50384.25    -0.058177     0.150447     1.033774
50384.50     0.280689     0.453560    -0.189063
50384.75     0.082263    -0.058471     1.793455
50385.00     0.148031    -0.270483     1.172534
50385.25    -0.189235    -0.556285     0.651484
50385.50     0.108852    -0.129471    -0.445177
50385.75    -0.101667    -0.557103     1.962651
50386.00    -0.037815    -0.625726     1.354834
50386.25    -0.388653    -0.699182     0.494864
50386.50    -0.381641    -0.291760    -0.527166
50386.75    -0.584779    -0.688632     1.484859
50387.00    -0.320083    -0.611354     1.429782
50387.25    -0.594564    -0.622609     0.985405
50387.50    -0.399659    -0.176732     0.009083
50387.75    -0.472567    -0.535258     1.662104
50388.00    -0.430288    -0.525818     1.731832
50388.25    -0.776273    -0.633460     1.494875
50388.50    -0.743557    -0.130394     0.585242
50388.75    -0.983980    -0.479227     2.462071
50389.00    -0.902242    -0.557590     2.095640
50389.25    -0.980092    -0.569859     2.103460
50389.50    -0.795924    -0.117090     1.158652
50389.75    -0.857885    -0.523470     2.658333
50390.00    -0.631362    -0.567218     2.198214
50390.25    -0.919245    -0.610303     1.629852
50390.50    -0.669630    -0.365245     0.689227
50390.75    -0.799625    -0.793556     2.105961
50391.00    -0.614477    -0.777155     1.615091
50391.25    -1.075984    -0.840595     0.794539
50391.50    -1.079744    -0.404585    -0.354527
50391.75    -1.397091    -0.779267     1.375498
50392.00    -1.223567    -0.812577     0.856087
50392.25    -1.649761    -0.911598     0.222398
50392.50    -1.372338    -0.422680    -0.676020
50392.75    -1.565972    -0.831895     1.180466
50393.00    -1.492089    -0.753174     0.759970
50393.25    -1.769845    -0.863321     0.870706
50393.50    -1.394580    -0.410544    -0.052057
50393.75    -1.439726    -0.696455     1.697925
50394.00    -1.133195    -0.719778     1.275259
50394.25    -1.132295    -0.757430     0.874768
50394.50    -0.930864    -0.350903     0.593527
50394.75    -0.952826    -0.620718     2.570372
50395.00    -0.849665    -0.660210     2.103536
50395.25    -1.145563    -0.724627     2.170342
50395.50    -1.175837    -0.358333     1.491961
50395.75    -1.550083    -0.713650     3.470765
50396.00    -1.573421    -0.764195     2.991672
50396.25    -2.046847    -0.776487     2.740018
50396.50    -1.982772    -0.365686     1.774500
50396.75    -2.513755    -0.759615     3.631623
50397.00    -2.707696    -0.646155     2.598863
50397.25    -3.224319    -0.765133     1.886277
50397.50    -3.496185    -0.386962     1.445382
50397.75    -3.921174    -0.742940     2.681984
50398.00    -3.730683    -0.886303     2.510744
50398.25    -3.967330    -0.999925     1.469600
50398.50    -3.576489    -0.501395     0.648367
50398.75    -3.737864    -0.751187     2.596944
50399.00    -3.338096    -0.736659     2.127531
50399.25    -3.377687    -0.616122     1.564486
50399.50    -3.011148    -0.122183     0.765083
50399.75    -2.613946    -0.300432     2.459657
50400.00    -1.875976    -0.224306     2.133457
50400.25    -1.688308    -0.227849     1.522341
50400.50    -1.045924     0.112139     0.991711
50400.75    -0.698209    -0.278988     2.610505
50401.00    -0.309431    -0.362454     2.457526
50401.25    -0.373513    -0.676451     1.861294
50401.50    -0.433169    -0.468158     1.504364
50401.75    -0.664096    -0.969920     3.587976
50402.00    -0.578722    -1.001145     2.633525
50402.25    -0.956921    -1.123516     2.118295
50402.50    -0.744986    -0.731371     1.196325
50402.75    -0.892858    -1.059763     2.762317
50403.00    -0.285144    -0.935538     2.475576
50403.25    -0.535750    -0.852280     1.840121
50403.50    -0.181118    -0.309769     0.696039
50403.75    -0.174044    -0.599248     2.280597
50404.00     0.204107    -0.413062     1.490351
50404.25     0.054268    -0.380214     0.756151
50404.50     0.517436     0.074534     0.573474
50404.75     0.519721    -0.220086     2.371959
50405.00     0.636049    -0.254724     1.740703
50405.25     0.256493    -0.465147     1.525754
50405.50     0.327960    -0.154388     1.424395
50405.75    -0.022277    -0.488411     3.207900
50406.00     0.168358    -0.533126     2.579009
50406.25    -0.036189    -0.673985     1.831208
50406.50     0.269064    -0.363903     1.426278
50406.75     0.193849    -0.712207     3.168586
50407.00     0.483645    -0.718037     2.354750
50407.25     0.052902    -0.817541     1.540480
50407.50     0.111830    -0.429377     1.011410
50407.75    -0.200618    -0.820102     2.966658
50408.00    -0.222175    -0.760550     2.157380
50408.25    -0.622852    -0.828110     1.657075
50408.50    -0.440435    -0.388138     0.920943
50408.75    -0.680525    -0.697810     2.579167
50409.00    -0.382369    -0.657643     1.980667
50409.25    -0.742502    -0.679732     1.957157
50409.50    -0.627336    -0.269146     0.807156
50409.75    -0.840209    -0.630030     2.595902
50410.00    -0.699920    -0.631151     1.645548
50410.25    -1.226332    -0.719218     1.119376
50410.50    -1.238448    -0.390724     0.227172
50410.75    -1.584698    -0.636228     1.704361
50411.00    -1.749936    -0.661473     1.377051
50411.25    -2.321358    -0.635759     1.331227
50411.50    -2.324675    -0.208141     0.244856
50411.75    -2.570711    -0.466841     2.016235
50412.00    -2.559567    -0.608662     1.364245
50412.25    -2.809558    -0.637710     0.837115
50412.50    -2.383664    -0.250872     0.165545
50412.75    -2.380036    -0.512614     2.259235
50413.00    -2.182203    -0.497401     1.522386
50413.25    -2.513388    -0.658858     1.402718
50413.50    -2.241560    -0.135313     0.395572
50413.75    -2.355323    -0.380268     2.567642
50414.00    -2.032670    -0.392062     2.233229
50414.25    -2.325127    -0.387586     1.039250
50414.50    -2.039812     0.001615     0.445207
50414.75    -2.148203    -0.334642     2.221595
50415.00    -1.909188    -0.359856     1.356421
50415.25    -2.132694    -0.485585     1.010332
50415.50    -1.896474    -0.192542    -0.272833
50415.75    -2.095305    -0.586246     1.194948
50416.00    -1.891517    -0.675043     0.699661
50416.25    -2.042452    -0.716933     0.560660
50416.50    -1.694972    -0.347247     0.021278
50416.75    -1.646361    -0.675637     1.182512
50417.00    -1.298171    -0.646669     0.819570
50417.25    -1.461388    -0.757055     0.382628
50417.50    -1.083140    -0.339828    -0.604982
50417.75    -1.034288    -0.666860     1.202617
50418.00    -0.877959    -0.811178     0.824579
50418.25    -0.986356    -0.962332    -0.028170
50418.50    -0.691114    -0.630545    -0.896196
50418.75    -0.688728    -0.929445     0.715668
50419.00    -0.551981    -1.067637     0.710812
50419.25    -0.687017    -0.975404     0.899678
50419.50    -0.564893    -0.578110    -0.015559
50419.75    -0.919696    -0.822622     1.899198
50420.00    -0.759617    -0.859504     1.627361
50420.25    -0.969451    -0.991392     1.282134
50420.50    -0.718063    -0.664624     0.394842
50420.75    -0.777109    -0.955518     2.462305
50421.00    -0.392260    -1.038837     1.538972
50421.25    -0.520063    -1.083861     0.458984
50421.50     0.027161    -0.659418    -1.164567
50421.75     0.407160    -0.928497     0.263399
50422.00     0.882260    -1.026053    -0.503757
50422.25     1.052820    -1.083088    -1.827206
50422.50     1.502033    -0.729848    -2.807876
50422.75     1.404064    -1.094729    -1.175246
50423.00     1.534917    -1.182660    -0.922947
50423.25     1.333830    -1.318650    -0.967005
50423.50     1.358348    -0.968791    -1.828824
50423.75     0.995123    -1.294795    -0.108127
50424.00     1.011170    -1.295318     0.189579
50424.25     0.471307    -1.302445     0.018182
50424.50     0.411318    -0.773274    -1.032666
50424.75    -0.002019    -1.044614     1.192004
50425.00     0.065741    -1.013234     0.808568
50425.25    -0.142046    -1.082835     0.324422
50425.50     0.187129    -0.536757    -0.720699
50425.75     0.160763    -0.829041     0.644000
50426.00     0.391993    -0.827684     0.270787
50426.25     0.438219    -0.919437    -0.694122
50426.50     0.789540    -0.400597    -1.430744
50426.75     0.696382    -0.703160     0.414969
50427.00     1.170836    -0.741483     0.118585
50427.25     1.170892    -0.828332    -1.112966
50427.50     1.362683    -0.525937    -1.664569
50427.75     1.566339    -0.832005    -0.130382
50428.00     1.975493    -0.947128     0.022971
50428.25     1.681019    -0.966937    -0.327024
50428.50     1.783263    -0.508085    -0.965890
50428.75     1.645207    -0.730170     0.979360
50429.00     1.702604    -0.733044     1.354167
50429.25     1.461280    -0.667198     0.592406
50429.50     1.736800    -0.141679    -0.322992
50429.75     1.531084    -0.321952     1.156925
50430.00     1.840332    -0.234251     1.408411
50430.25     1.483947    -0.221252    -0.095397
50430.50     1.442337     0.179242    -0.430130
50430.75     1.015958     0.004117     1.108148
50431.00     0.744401     0.032378     1.058562
50431.25     0.099171     0.008363    -0.240640
50431.50    -0.301489     0.392115     0.106739
50431.75    -0.843116     0.188508     1.402394
50432.00    -0.809584     0.153648     1.846341
50432.25    -1.060416     0.090126     0.892762
50432.50    -0.732144     0.392365     0.693701
50432.75    -0.886304     0.026037     1.950366
50433.00    -0.603424    -0.106701     2.236466
50433.25    -0.823578    -0.179384     1.698141
50433.50    -0.621529    -0.026765     1.210749
50433.75    -0.958147    -0.412562     2.710050
50434.00    -0.870218    -0.395358     2.496684
50434.25    -1.151744    -0.518937     1.899619
50434.50    -0.973581    -0.089907     0.913762
50434.75    -1.097786    -0.388239     2.408212
50435.00    -0.659970    -0.391566     2.079726
50435.25    -0.566138    -0.421851     0.860815
50435.50     0.040747    -0.047158     0.004683
50435.75     0.235516    -0.402259     1.294131
50436.00     0.709949    -0.333336     1.260468
50436.25     0.774671    -0.305838     0.265381
50436.50     1.188227     0.010929    -0.327284
50436.75     1.098679    -0.379702     1.124632
50437.00     1.429638    -0.326054     1.196387
50437.25     1.277043    -0.433654     0.075114
50437.50     1.626186    -0.082848    -0.157755
50437.75     1.433979    -0.453676     1.769105
50438.00     1.354895    -0.433838     1.494200
50438.25     0.867253    -0.625079     0.794142
50438.50     1.124030    -0.138226     0.148480
50438.75     0.991375    -0.462156     1.150726
50439.00     1.257198    -0.382647     1.501729
50439.25     1.169492    -0.428880     0.311671
50439.50     1.474058     0.124582    -0.429506
50439.75     1.457669    -0.219758     1.346115
50440.00     1.601921    -0.205162     1.382004
50440.25     1.339541    -0.253787     0.546391
50440.50     1.262065     0.267461     0.239403
50440.75     0.580162     0.010131     2.385663
50441.00     0.397715     0.155412     2.296281
50441.25    -0.104114     0.058588     1.131007
50441.50    -0.070064     0.379203     0.692331
50441.75    -0.177982    -0.036112     2.539244
50442.00     0.081620    -0.236224     2.852320
50442.25     0.000488    -0.348453     1.236459
50442.50     0.236070     0.003088     0.219607
50442.75     0.183789    -0.433678     2.258980
50443.00     0.186762    -0.593658     1.963084
50443.25     0.125271    -0.697293     1.106884
50443.50     0.506365    -0.371795     0.254263
50443.75     0.230898    -0.668122     1.477771
50444.00     0.218177    -0.695149     1.283410
50444.25    -0.000905    -0.854642    -0.086729
50444.50    -0.075903    -0.469560     0.029994
50444.75    -0.433901    -0.751811     1.433605
50445.00    -0.524705    -0.803406     1.360409
50445.25    -0.742046    -0.926056     0.589116
50445.50    -0.562433    -0.449849     0.391765
50445.75    -0.604132    -0.666358     1.923193
50446.00    -0.585879    -0.583604     2.331462
50446.25    -0.685344    -0.641084     0.477924
50446.50    -0.522369    -0.280203     0.178416
50446.75    -0.704064    -0.566086     1.802674
50447.00    -0.697523    -0.743268     1.966802
50447.25    -1.120034    -0.814842     0.688676
50447.50    -1.297603    -0.450719     0.991884
50447.75    -1.615905    -0.783949     2.636835
50448.00    -1.427436    -0.859341     2.605756
50448.25    -1.523207    -1.008240     1.230584
50448.50    -1.143918    -0.757060     1.092416
50448.75    -1.020144    -1.038858     2.808868
50449.00    -0.544220    -0.995882     2.100048
50449.25    -0.224927    -1.128397     0.691315
50449.50     0.403922    -0.829107     0.168130
50449.75     0.645743    -1.161406     1.395538
50450.00     0.845872    -1.230912     1.145164
50450.25     0.653980    -1.319874     0.134285
50450.50     0.871076    -0.963446    -0.025497
50450.75     0.833725    -1.161255     1.239446
50451.00     1.116677    -1.118249     1.167659
